# Objectif from: value function and simulated trajectory, runningCost switchingCost finalCost
-221.009	-2086.81	-2086.81	0	0
# Data layout: time_steps  dim_state  dim_control  nb_mode
118 4 2 1
# Variable names: 
canopy soilMoisture nitrogen totalFertig irig Icn 
# Data layout: time  state  control  mode
0	0.0082	0.379	18.428	5	0	0	0
1	0.00926802	0.37147	18.3335	5	0	0	0
2	0.00999147	0.378089	18.3327	5	0	0	0
3	0.0113645	0.383339	18.2594	5	0	0	0
4	0.0128397	0.36864	18.0671	5	0	0	0
5	0.0140283	0.37931	18.0659	5	0.6	0.03	0
6	0.0145989	0.38219	17.9967	5.03	3	0.15	0
7	0.0160557	0.372636	17.9826	5.18	0.6	0.03	0
8	0.0180108	0.371985	18.0105	5.21	0	0	0
9	0.0200003	0.370845	18.0084	5.21	0	0	0
10	0.0224253	0.36959	18.0058	5.21	0	0	0
11	0.0262877	0.3678	18.0016	5.21	0	0	0
12	0.0303166	0.366195	17.9972	5.21	0	0	0
13	0.0354932	0.364391	17.9916	5.21	0	0	0
14	0.0420321	0.362423	17.9844	5.21	0.6	0.03	0
15	0.0500211	0.36096	18.0056	5.24	0	0	0
16	0.0592662	0.358908	17.9953	5.24	0.6	0.03	0
17	0.0713571	0.357188	18.0117	5.27	0	0	0
18	0.084972	0.357142	17.9962	5.27	0.6	0.03	0
19	0.0977389	0.358094	18.0113	5.3	0	0	0
20	0.110561	0.35641	17.9963	5.3	0.6	0.03	0
21	0.12228	0.355598	18.0122	5.33	0	0	0
22	0.138653	0.353952	17.9924	5.33	0.6	0.03	0
23	0.149747	0.355596	18.0087	5.36	0	0	0
24	0.165815	0.356786	17.9885	5.36	0.6	0.03	0
25	0.174531	0.358755	18.0073	5.39	0.6	0.03	0
26	0.199074	0.357065	18.0055	5.42	0.6	0.03	0
27	0.230295	0.354924	17.9938	5.45	1.2	0.06	0
28	0.267501	0.353035	18.0018	5.51	1.2	0.06	0
29	0.30917	0.351117	18.0003	5.57	0.6	0.03	0
30	0.326306	0.350383	18.0034	5.6	1.2	0.06	0
31	0.366294	0.348481	17.9988	5.66	0.6	0.03	0
32	0.383918	0.351709	17.9983	5.69	0.6	0.03	0
33	0.399265	0.359702	18.001	5.72	1.8	0.09	0
34	0.453585	0.357156	17.9914	5.81	1.2	0.06	0
35	0.477376	0.384774	18.0029	5.87	2.4	0.12	0
36	0.523239	0.367524	17.8051	5.99	0	0	0
37	0.551108	0.364966	17.7388	5.99	0	0	0
38	0.557955	0.379909	17.7213	5.99	0	0	0
39	0.571576	0.371919	17.576	5.99	0	0	0
40	0.595124	0.37596	17.5126	5.99	0	0	0
41	0.627912	0.370969	17.3969	5.99	0	0	0
42	0.649825	0.36888	17.3273	5.99	0	0	0
43	0.659615	0.397502	17.2938	5.99	0	0	0
44	0.68916	0.357795	16.7194	5.99	0	0	0
45	0.714014	0.354428	16.6212	5.99	0	0	0
46	0.74559	0.349747	16.4827	5.99	3.6	0.18	0
47	0.776271	0.348148	16.5062	6.17	3	0.15	0
48	0.804189	0.34561	16.4871	6.32	3.6	0.18	0
49	0.829051	0.343337	16.4856	6.5	4.2	0.21	0
50	0.851092	0.341228	16.4986	6.71	25.8	1.29	0
51	0.868317	0.360927	17.5965	8	0	0	0
52	0.883232	0.354397	17.3902	8	0	0	0
53	0.892243	0.349447	17.2328	8	0	0	0
54	0.901433	0.343468	17.042	8	0	0	0
55	0.910319	0.336336	16.8135	8	0	0	0
56	0.917656	0.328711	16.5684	8	0	0	0
57	0.921833	0.322962	16.3831	8	0	0	0
58	0.925444	0.316859	16.1859	8	0	0	0
59	0.92878	0.309835	15.9587	8	0	0	0
60	0.931152	0.303364	15.7491	8	0	0	0
61	0.933093	0.296655	15.5315	8	0	0	0
62	0.934818	0.289029	15.284	8	0	0	0
63	0.935746	0.285561	15.1063	8	1.2	0.06	0
64	0.936509	0.28129	14.9884	8.06	4.2	0.21	0
65	0.937267	0.279076	14.9833	8.27	30	1.5	0
66	0.937676	0.304513	16.3348	9.77	4.8	0.24	0
67	0.938163	0.302912	16.3669	10.01	0	0	0
68	0.93848	0.303453	16.196	10.01	0	0	0
69	0.938793	0.297162	15.9916	10.01	0	0	0
70	0.939078	0.289958	15.7574	10.01	0	0	0
71	0.93921	0.285614	15.6161	10.01	0	0	0
72	0.939379	0.279098	15.4041	10.01	0	0	0
73	0.939514	0.27247	15.1883	10.01	0	0	0
74	0.939616	0.266872	14.98	10.01	0	0	0
75	0.939652	0.265817	14.887	10.01	3.6	0.18	0
76	0.939678	0.272133	14.9925	10.19	30	1.5	0
77	0.939729	0.297334	16.3362	11.69	6.6	0.33	0
78	0.939777	0.298555	16.4913	12.02	3.6	0.18	0
79	0.939816	0.297376	16.4964	12.2	2.4	0.12	0
80	0.939839	0.296599	16.4936	12.32	4.2	0.21	0
81	0.939872	0.294619	16.5026	12.53	4.2	0.21	0
82	0.939897	0.292754	16.5154	12.74	2.4	0.12	0
83	0.939911	0.29092	16.4977	12.86	4.2	0.21	0
84	0.939928	0.289285	16.5178	13.07	3.6	0.18	0
85	0.939943	0.286707	16.4969	13.25	2.4	0.12	0
86	0.939948	0.288133	16.5201	13.37	0.6	0.03	0
87	0.939951	0.299361	16.5054	13.4	3	0.15	0
88	0.939958	0.298011	16.514	13.55	2.4	0.12	0
89	0.939963	0.301319	16.5074	13.67	3.6	0.18	0
90	0.93997	0.299652	16.5162	13.85	3	0.15	0
91	0.939975	0.297272	16.4912	14	0	0	0
92	0.938919	0.291663	16.3088	14	0	0	0
93	0.937002	0.286061	16.1267	14	0	0	0
94	0.93429	0.281497	15.9782	14	0	0	0
95	0.93108	0.276261	15.808	14	0	0	0
96	0.927305	0.272182	15.6495	14	0	0	0
97	0.923088	0.267833	15.4953	14	0	0	0
98	0.918425	0.263327	15.3491	14	0	0	0
99	0.91373	0.258505	15.1927	14	0	0	0
100	0.907972	0.255509	15.0696	14	0	0	0
101	0.902609	0.251177	14.9294	14	3.6	0	0
102	0.89765	0.250026	14.7757	14	4.2	0	0
103	0.891209	0.250486	14.6549	14	4.2	0	0
104	0.885939	0.250202	14.5102	14	5.4	0	0
105	0.881743	0.250486	14.3453	14	5.4	0	0
106	0.878006	0.250464	14.1707	14	5.4	0	0
107	0.874943	0.250028	13.9829	14	5.4	0	0
108	0.870011	0.250363	13.8201	14	3.6	0	0
109	0.861686	0.250422	13.7064	14	4.8	0	0
110	0.856615	0.250537	13.5563	14	5.4	0	0
111	0.854694	0.250107	13.3697	14	6	0	0
112	0.852592	0.250183	13.1801	14	9.6	0.48	0
113	0.845604	0.255454	13.5217	14.48	3	0.09	0
114	0.837982	0.254464	13.4845	14.57	12.6	0.36	0
115	0.831757	0.26279	13.7084	14.93	3.6	0.03	0
116	0.824665	0.262446	13.6133	14.96	1.2	0.06	0
117	0.819021	0.259418	13.5394	15.02	0	0	0
118	0.810741	0.255933	13.4291	15.02	0	0	0
