# Objectif from: value function and simulated trajectory, runningCost switchingCost finalCost
-192.721	-2051.19	-2051.19	0	0
# Data layout: time_steps  dim_state  dim_control  nb_mode
118 4 2 1
# Variable names: 
canopy soilMoisture nitrogen totalFertig irig Icn 
# Data layout: time  state  control  mode
0	0.0082	0.379	7.221	1e-05	30	0.882	0
1	0.00881663	0.40147	8.06576	0.88201	30	0.882	0
2	0.00923582	0.395664	8.69205	1.76401	30	0.882	0
3	0.0100814	0.402721	9.35525	2.64601	30	0.882	0
4	0.0110039	0.386936	9.92716	3.52801	30	0.882	0
5	0.0117974	0.40846	10.6613	4.41001	30	0.882	0
6	0.0121779	0.394065	11.1237	5.29201	30	0.882	0
7	0.0132201	0.392479	11.7463	6.17401	16.8	0.504	0
8	0.0146845	0.379994	11.9976	6.67801	4.2	0.126	0
9	0.0162421	0.375044	12.0463	6.80401	30	0.882	0
10	0.0181667	0.403713	12.9255	7.68601	30	0.882	0
11	0.0212165	0.385815	13.363	8.56801	11.4	0.324	0
12	0.0244862	0.378238	13.5037	8.89201	2.4	0.054	0
13	0.028694	0.373613	13.4976	8.94601	0	0	0
14	0.03402	0.37162	13.4918	8.94601	0	0	0
15	0.0405439	0.369537	13.4847	8.94601	0	0	0
16	0.0481172	0.367478	13.4763	8.94601	0	0	0
17	0.0580578	0.365157	13.4653	8.94601	2.4	0.054	0
18	0.0693048	0.367525	13.5066	9.00001	0	0	0
19	0.0799085	0.367886	13.4946	9.00001	0	0	0
20	0.0906133	0.36622	13.4822	9.00001	0	0	0
21	0.100449	0.364829	13.4707	9.00001	2.4	0.054	0
22	0.114258	0.36562	13.5084	9.05401	0	0	0
23	0.123678	0.366686	13.4971	9.05401	0	0	0
24	0.137387	0.367912	13.4805	9.05401	0	0	0
25	0.144874	0.369304	13.4712	9.05401	2.4	0.054	0
26	0.166036	0.369481	13.4988	9.10801	1.8	0.036	0
27	0.193236	0.368625	13.5	9.14401	1.8	0.036	0
28	0.226085	0.367443	13.4924	9.18001	2.4	0.054	0
29	0.263472	0.366855	13.4944	9.23401	0	0	0
30	0.279133	0.365578	13.4715	9.23401	3.6	0.09	0
31	0.315969	0.366215	13.5062	9.32401	0	0	0
